date,title,summary,topic,media,link
2022-08-09,"El Recinto de Ciencias Médicas no será vendido, afirman Pierluisi y el presidente de la UPR",Luis A. Ferrao sostuvo que la exrectora del campus Ilka Ríos tampoco será restituida,Gobierno,El Nuevo Dia,https://www.elnuevodia.com/noticias/gobierno/notas/el-recinto-de-ciencias-medicas-no-sera-vendido-afirman-pierluisi-y-el-presidente-de-la-upr/
2022-08-09,"Adiestran a sobre 1,000 educadores y personal para los Head Start del futuro",Participaron empleados de 181 centros de todas partes de la isla en el evento en el Coca-Cola Music Hall,Gobierno,El Nuevo Dia,https://www.elnuevodia.com/noticias/gobierno/notas/adiestran-a-sobre-1000-educadores-y-personal-para-los-head-start-del-futuro/
2022-08-02,Representantes piden acción de Pedro Pierluisi tras visita sorpresa al Centro Médico,"Varios legisladores populares se toparon con camas vacías por falta de personal, áreas con dos enfermeras para 14 pacientes y personas apiñadas en los pasillos a la espera de ser atendidas",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/representantes-piden-accion-de-pedro-pierluisi-tras-visita-sorpresa-al-centro-medico/
2022-07-27,El asesor Obed Rojas Hoffman apela la multa y sanción legislativa por alegadas intervenciones indebidas,El presidente cameral adelantó que el asunto será resuelto antes de que inicie la próxima sesión ordinaria de la Legislatura el próximo 15 de agosto  ,Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/el-asesor-obed-rojas-hoffman-apela-la-multa-y-sancion-legislativa-por-alegadas-intervenciones-indebidas/
2022-07-26,"En el fin de la sesión extraordinaria, la Cámara avala requerir información a agencias sobre deudas con la AEE o LUMA","Además, aprobaron una resolución que investigará el sueldo, bonificaciones, reembolsos, dietas y demás compensaciones que haya recibido Brad Dean, director ejecutivo de Discover Puerto Rico",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/en-el-fin-de-la-sesion-extraordinaria-la-camara-avala-requerir-informacion-a-agencias-sobre-deudas-con-la-aee-o-luma/
2022-07-25,José Ronaldo Jarabo: “El canibalismo político es un cáncer que nos mata como pueblo”,"El expresidente cameral, quien participó de una actividad en la que designaron la terraza oeste del Capitolio con su nombre, aprovechó la ocasión para ofrecer un mensaje en el que apeló a la unidad puertoriqueña",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/jose-ronaldo-jarabo-el-canibalismo-politico-es-un-cancer-que-nos-mata-como-pueblo/
2022-07-25,La Comisión Anticorrupción de la Cámara sigue de cerca la pesquisa contra Héctor Joaquín Sánchez,La empresa a cargo de la investigación es la misma que investigó la aparición en la CEE de furgones con ayuda para afectados por los huracanes Irma y María ,Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/la-comision-anticorrupcion-de-la-camara-sigue-de-cerca-la-pesquisa-contra-hector-joaquin-sanchez/
2022-07-25,La Cámara de Representantes establece acuerdos colaborativos con entes de Centroamérica y el Caribe,Estrechan lazos con ente internacional buscar soluciones a los problemas comunes que tienen los países latinoamericanos y Puerto Rico ,Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/la-camara-de-representantes-establece-acuerdos-colaborativos-con-entes-de-centroamerica-y-el-caribe/
2022-07-25,La Cámara de Representantes cerrará la sesión extraordinaria,El cuerpo legislativo terminará los trabajos luego que el Senado no aprobara el proyecto de ley del gobernador Pedro Pierluisi para transferir fondos de la Corporación del Fondo del Seguro de Estado,Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/la-camara-de-representantes-cerrara-la-sesion-extraordinaria/
2022-07-19,Muere en el Senado el proyecto que otorgaba un alivio en los servicios de agua y luz ,Las comisiones que evaluaron la medida no recomendaron su aprobación,Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/muere-en-el-senado-el-proyecto-que-otorgaba-un-alivio-en-los-servicios-de-agua-y-luz/
2022-07-19,Puertos reconoce que hacen falta más herramientas para fiscalizar a operadores privados,"Específicamente, su director ejecutivo, Joel A. Pizá, habló sobre el contrato de 40 años que se mantiene con la empresa Aerostar para manejar el aeropuerto Luis Muñoz Marín",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/puertos-reconoce-que-hacen-falta-mas-herramientas-para-fiscalizar-a-operadores-privados/
2022-07-18,Persisten las discrepancias sobre deudas que mantienen las agencias y corporaciones públicas con la AEE,"La Autoridad de Puertos, así como la Administración de Sevricios Médicos (ASEM), mantienen planes de pago con la corporación  pública",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/persisten-las-discrepancias-sobre-deudas-que-mantienen-las-agencias-y-corporaciones-publicas-con-la-aee/
2022-08-11,Desborde de aguas usadas en el condominio Sol y Playa se debió a “sabotaje” en planta de bombeo,"El DRNA investigó la querella y no encontró “ningún salidero”, pero seguirá trabajando el asunto con otras agencias",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/desborde-de-aguas-usadas-en-el-condominio-sol-y-playa-se-debio-a-sabotaje-en-planta-de-bombeo/
2022-08-11,Colegio de Abogados y Abogadas investigará alegaciones de discrimen racial contra candidato a la presidencia,Marcos Rivera Ortiz denunció el lunes estar en desigualdad de condiciones frente a su contrincante,Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/colegio-de-abogados-y-abogadas-investigara-alegaciones-de-discrimen-racial-contra-candidato-a-la-presidencia/
2022-08-11,Estudiantes y profesores llegan a acuerdos con el rector interino de Ciencias Médicas,El doctor William Méndez Latalladi se reunió en los pasados días con profesores y estudiantes para indicarles los pasos a seguir ante la entrega del informe a la Middle States el primero de septiembre,Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/estudiantes-y-profesores-llegan-a-acuerdos-con-el-rector-interino-de-ciencias-medicas/
2022-08-11,Departamento de Salud reporta 11 nuevos casos de la viruela del mono en Puerto Rico,"La agencia indicó que, con 45 infecciones totales confirmadas, se está registrando una tendencia de crecimiento similar a la de Estados Unidos ",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/departamento-de-salud-reporta-11-nuevos-casos-de-la-viruela-del-mono-en-puerto-rico/
2022-08-11,Consejos y recomendaciones para enfrentar una ola de calor,"Beber mucho líquido, comer alimentos frescos, usar cortinas en casa y acudir a lugares con aire acondicionado ayuda a protegerse del calor",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/consejos-y-recomendaciones-para-enfrentar-una-ola-de-calor/
2022-08-11,COVID-19: Salud reporta diez nuevas muertes a consecuencia del virus,"Mientras, la tasa de positividad del coronavirus estaba esta mañana en 33.42%",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/covid-19-salud-reporta-diez-nuevas-muertes-a-consecuencia-del-virus/
2022-08-11,El Centro para una Nueva Economía advierte sobre los riesgos en la transición del PAN al SNAP ,"Algunos beneficiarios del Programa de Asistencia Nutricional podrían verse obligados a trabajar en sectores mal remunerados y sin posibilidades de ascenso, indica un estudio liderado por Sergio Marxuach",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/el-centro-para-una-nueva-economia-advierte-sobre-los-riesgos-en-la-transicion-del-pan-al-snap/
2022-08-11,Pesquisa relacionada al manejo de fondos federales apunta a las funciones de un alto ejecutivo de Educación ,"Kelvin Pagán La Luz, gerente de la Secretaría Auxiliar de Educación Ocupacional y Técnica, fue relevado de su puesto mientras culmina la investigación federal. Esto es lo que se sabe hasta el momento.",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/pesquisa-relacionada-al-manejo-de-fondos-federales-apunta-a-las-funciones-de-un-alto-ejecutivo-de-educacion/
2022-08-11,El aerostato de Lajas: un vigilante contra el trasiego de drogas convertido en ícono,"Desde 1988, el Sistema de Radar Aerostático Anclado, manejado por el gobierno federal, vela para que no entren por la zona sustancias ilegales",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/el-aerostato-de-lajas-un-vigilante-contra-el-trasiego-de-drogas-convertido-en-icono/
2022-08-11,¿Cuáles son los criterios para ser procuradora de las Mujeres y por qué los gobernantes los ignoran? ,"Expertas denunciaron que la entidad ha sido politizada y exhortaron a que, como lo establece la ley, se centre en investigar, fiscalizar y en implementar política pública",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/cuales-son-los-criterios-para-ser-procuradora-de-las-mujeres-y-por-que-los-gobernantes-los-ignoran/
2022-08-10,PIP califica como “abuso de derecho” la querella administrativa presentada por la Oficina de la Procuradora de las Mujeres,"El secretario general de la colectividad, Juan Dalmau Ramírez, sostuvo que el documento emitido por la OPM está “plagado de falsificaciones jurídicas y de manipulaciones políticas” ",Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/pip-califica-como-abuso-de-derecho-la-querella-administrativa-presentada-por-la-oficina-de-la-procuradora-de-las-mujeres/
2022-08-06,John Blakeman: el turbulento historial del consultor político de Wanda Vázquez,"El contratista, que aceptó su culpa en marzo de este año por su participación en el esquema de soborno por el que está acusada la exgobernadora, tiene un largo historial de polémicas en el servicio público",Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/john-blakeman-el-turbulento-historial-del-consultor-politico-de-wanda-vazquez/
2022-08-05,Pedro Pierluisi asegura que nunca se enteró de que su amigo Joseph Fuentes cooperaba en investigación federal ,El primer ejecutivo reaccionó a las acusaciones contra la exgobernadora Wanda Vázquez Garced y varios allegados de la campaña en una entrevista televisiva,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/pedro-pierluisi-asegura-que-nunca-se-entero-de-que-su-amigo-joseph-fuentes-cooperaba-en-investigacion-federal/
2022-08-04,"Con meses de antelación, Wanda Vázquez y sus abogados anticiparon al país su arresto por los federales","Tras conocer que estaba siendo investigada por supuestos actos ilegales durante su campaña primarista, la exgobernadora y su representación legal hicieron público a principios de mayo que sería arrestada",Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/con-meses-de-antelacion-wanda-vazquez-y-sus-abogados-anticiparon-al-pais-su-arresto-por-los-federales/
2022-08-01,"En precario las finanzas del PPD, según los informes presentados al contralor electoral","Confirman que el tesorero de la institución política renunció en días recientes. Mientras, la colectividad más sólida económicamente es el Partido Independentista Puertorriqueño.",Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/en-precario-las-finanzas-del-ppd-segun-los-informes-presentados-al-contralor-electoral/
2022-07-31,Pedro Pierluisi exhorta a los demócratas a mantenerse militantes y abogar por el proyecto de plebiscito federal,"El gobernador elogió, además, el trabajo del presidente Joe Biden y las ayudas para Puerto Rico",Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/pedro-pierluisi-exhorta-a-los-democratas-a-mantenerse-militantes-y-abogar-por-el-proyecto-de-plebiscito-federal/
2022-07-27,Estadistas celebran el legado de Barbosa y aseguran lograrán aprobación de plebiscito vinculante,Aseguran la estadidad es el status que más adeptos está ganando,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/estadistas-celebran-el-legado-de-barbosa-y-aseguran-lograran-aprobacion-de-plebiscito-vinculante/
2022-07-27,Presidente de LULAC favorece inclusión del ELA en plebiscito sobre el status de la isla,Domingo García indicó que los puertorriqueños deben poder votar por “todas las opciones” en una consulta sobre el futuro de Puerto Rico,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/presidente-de-lulac-favorece-inclusion-del-ela-en-plebiscito-sobre-el-status-de-la-isla/
2022-07-26,Conformada la papeleta para llenar la vacante del exsenador Henry Neumann,El PNP llevó a cabo hoy el sorteo para la elección especial que se celebrará el 11 de septiembre,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/conformada-la-papeleta-para-llenar-la-vacante-del-exsenador-henry-neumann/
2022-07-26,Gobernador sobre diferencias con Jenniffer González: “Están tratando de crear desasosiego en las filas del Partido Nuevo Progresista”,Pedro Pierluisi no mencionó quiénes intentan causar tal situación al interior de la Palma,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/gobernador-sobre-diferencias-con-jenniffer-gonzalez-estan-tratando-de-crear-desasosiego-en-las-filas-del-partido-nuevo-progresista/
2022-08-11,Asesinan a un hombre frente a una escuela en Río Piedras,El sistema de detección de disparos alertó a las autoridades ,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/asesinan-a-un-hombre-frente-a-una-escuela-en-rio-piedras/
,El Negociado del Cuerpo de Bomberos extingue un incendio en las instalaciones de una compañía de reciclaje en Carolina,No se reportaron heridos ni personas afectadas por el humo; el Negociado ahora iniciará una investigación para determinar la causa del fuego,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/el-negociado-del-cuerpo-de-bomberos-extingue-un-incendio-en-las-instalaciones-de-una-compania-de-reciclaje-en-carolina/
2022-08-11,Radican cargos a nivel federal de explotación sexual de un menor contra un exasistente de maestro,"Josualis Carrasquillo Ramos, de 21 años, fue acusado de incitar a un menor para sostener relaciones sexuales",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/radican-cargos-a-nivel-federal-de-explotacion-sexual-de-un-menor-contra-un-ex-asistente-de-maestro/
2022-08-11,Encuentran el cuerpo de un hombre que murió baleado en una residencia de Puerto Nuevo,"De momento, la Policía no ha identificado a la víctima",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/encuentran-el-cuerpo-de-un-hombre-que-murio-baleado-en-una-residencia-de-puerto-nuevo/
2022-08-11,La Policía revela que el cuerpo encontrado en Mayagüez con varios impactos de bala es de un cartero de Hormigueros,La autoridades afirmaron que la muerte violenta de Richard José Vega Lugo guarda relación con un tiroteo reportado horas antes en el residencial El Carmen ,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/un-cartero-es-el-hombre-hallado-sin-vida-envuelto-en-una-sabana-en-mayaguez/
,Asesinan a dos hombres en hechos separados Canóvanas y Mayagüez,El occiso en Mayagüez fue hallado esta mañana envuelto en una sábana,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/asesinan-a-dos-hombres-en-hechos-separados-canovanas-y-mayaguez/
2022-08-11,Investigan dos carjackings reportados en Río Piedras e Isla Verde,"A uno de los perjudicados lo agredieron en la cabeza con la culata de una pistola, según la Policía",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/investigan-dos-carjackings-reportados-en-rio-piedras-e-isla-verde/
,El Negociado del Cuerpo de Bomberos detuvo escape de gas reportado en la avenida Ashford en Condado,"Una compañía que trabaja en la construcción del condo hotel Vanderbilt Residences perforó, accidentalmente, un tanque soterrado que no aparece en ningún plano o estudio del terreno",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/el-negociado-del-cuerpo-de-bomberos-detuvo-escape-de-gas-reportado-en-la-avenida-ashford-en-condado/
2022-08-10,"La Policía realiza “una de las incautaciones más grandes” de armas, municiones y drogas en dos residencias en Santurce","Las autoridades no arrestaron a ninguna persona, pero el comisionado de la Uniformada, Antonio López Figueroa, anticipó detenciones en los próximos días",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/la-policia-realiza-una-de-las-incautaciones-mas-grandes-de-armas-y-drogas-en-dos-residencias-en-santurce/
,Diligencian allanamientos en San Sebastián tras denuncia de agresión sexual contra un empleado municipal ,"La víctima y su presunto agresor tienen 25 y 71 años, respectivamente, y laboran en la administración de ese ayuntamiento ",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/diligencian-allanamientos-en-san-sebastian-tras-denuncia-de-agresion-sexual-contra-un-empleado-municipal/
2022-08-11,Municipio de Salinas demanda a ciudadanos por construcción en la zona marítimo terrestre,"El ayuntamiento ya impuso multas por $39,000, al tiempo que el DRNA se unió al pleito para dar apoyo técnico",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/municipio-de-salinas-demanda-a-ciudadanos-por-construccion-en-la-zona-maritimo-terrestre/
2022-08-11,Exasesor financiero del Municipio de Mayagüez se declarará culpable por cargos federales,"Eugenio García Jiménez fue incorporador de MEDI, mientras que el coacusado Joseph Kirkland también aceptará su culpa",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/exasesor-financiero-del-municipio-de-mayaguez-se-declarara-culpable-por-cargos-federales/
2022-08-10,Escuelas de Derecho de Puerto Rico se unen en reclamo ante el Tribunal Supremo,Exigen que se devuelva a dos días el examen de reválida para los aspirantes al ejercicio de la abogacía,Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/escuelas-de-derecho-de-puerto-rico-se-unen-en-reclamo-ante-el-tribunal-supremo/
2022-08-10,Juez federal fija plazo para que Ángel Pérez decida si se declara culpable,"La Fiscalía anunció que le hará una oferta esta semana al exalcalde de Guaynabo, quien fue acusado de extorsión, soborno y conspiración",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/juez-federal-fija-plazo-para-que-angel-perez-decida-si-se-declara-culpable/
2022-08-09,El exrepresentante Ramón Rodríguez podrá trabajar hasta las 2:00 a.m. en un negocio de bebidas alcohólicas,"Al exlegislador convicto del PNP le extendieron la probatoria, pero aún enfrentará el 31 de agosto una vista en alzada por caso de violencia de género y maltrato a menores, en el que se alega que estaba en estado de embriaguez",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/el-exrepresentante-ramon-rodriguez-podra-trabajar-hasta-las-200-am-en-un-negocio-de-bebidas-alcoholicas/
2022-08-09,Mark Rossini se declara no culpable de soborno a Wanda Vázquez Garced,"La magistrada condicionó su libertad a que se mude a Estados Unidos, aunque podrá viajar a España a recibir tratamiento médico",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/mark-rossini-se-declara-no-culpable-de-soborno-a-wanda-vazquez-garced/
2022-08-09,Un dentista y su asistente se declaran culpables de un esquema de fraude al Medicaid,"Reclamaban, por ejemplo, el pago de servicios que prestaron a personas, pese a que ya los pacientes habían fallecido",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/un-dentista-y-su-asistente-se-declaran-culpables-de-un-esquema-de-fraude-al-medicaid/
2022-08-09,Mark Rossini se entrega a las autoridades federales en Puerto Rico,"Compareció ante una magistrada federal y se declaró no culpable de los delitos de conspiración, soborno y fraude electrónico",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/mark-rossini-se-entrega-a-las-autoridades-federales-en-puerto-rico/
2022-08-09,El DTOP informa su interés de transar las demandas sobre el parque de Condado,"La vista judicial del lunes se pospuso para septiembre, para tener oportunidad de dialogar y negociar",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/el-dtop-informa-su-interes-de-transar-las-demandas-sobre-el-parque-de-condado/
2022-08-08,Juez propone limitar expresiones públicas de los participantes en el caso contra Wanda Vázquez,Raúl Árias Marxuach aseguró que busca un “balance” para evitar que la exposición mediática pueda contaminar la selección del jurado,Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/juez-propone-limitar-expresiones-publicas-de-los-participantes-en-el-caso-contra-wanda-vazquez/
2022-08-12,Juan Zaragoza radica medida para investigar presunta negligencia del componente fiscal del gobierno,"El senador sostuvo que la Rama Ejecutiva no ha sido capaz de cumplir con sus obligaciones básicas para facultar la implementación de las leyes ya promulgadas que evitarían la fuga de médicos, entre otras situaciones en crisis en el sistema de salud.",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/juan-zaragoza-radica-medida-para-investigar-presunta-negligencia-del-componente-fiscal-del-gobierno/
2022-08-12,Radican querella ética contra el alcalde de Adjuntas por contratar a un familiar del director de Obras Públicas del municipio,"A José Hiram Soto Rivera se le imputa violar varias disposiciones de la Ley de Ética Gubernamental al, supuestamente, no solicitar la dispensa correspondiente antes de contratar a la persona",Gobierno,El Nuevo Dia,https://www.elnuevodia.com/noticias/gobierno/notas/radican-querella-etica-contra-el-alcalde-de-adjuntas-por-contratar-a-un-familiar-del-director-de-obras-publicas-del-municipio/
2022-08-12,Alto ejecutivo de Educación bajo investigación federal nunca sometió informes anuales correspondientes a su corporación,"Kelvin Pagán La Luz había incorporado una entidad sin fines de lucro y fungió como presidente en otra, pero no cumplió con la entrega de documentos",Gobierno,El Nuevo Dia,https://www.elnuevodia.com/noticias/gobierno/notas/alto-ejecutivo-de-educacion-bajo-investigacion-federal-nunca-sometio-informes-anuales-correspondientes-a-su-corporacion/
2022-08-12,Alcaldes solicitan mayor flexibilidad para acceder a los fondos del programa CDBG-DR,"Critican que, de 327 proyectos con fondos asignados, solo dos, en Aibonito y San Juan, estén en construcción",Gobierno,El Nuevo Dia,https://www.elnuevodia.com/noticias/gobierno/notas/alcaldes-solicitan-mayor-flexibilidad-para-acceder-a-los-fondos-del-programa-cdbg-dr/
2022-08-12,El Senado atenderá con premura la crisis en los servicios de salud del país,"El tema encabezará la agenda de la Cámara alta, que regresa del receso legislativo este lunes",Legislatura,El Nuevo Dia,https://www.elnuevodia.com/noticias/legislatura/notas/el-senado-atendera-con-premura-la-crisis-en-los-servicios-de-salud-del-pais/
2022-08-12,Somos Lajas: el dermatólogo Luis Ortiz Espinosa comparte sus anécdotas con el pueblo que lo vio crecer,La iniciativa Somos Puerto Rico llega hoy a este municipio con un Cafecito en la Plaza y diversas actividades para toda la familia,Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/somos-lajas-el-dermatologo-luis-ortiz-espinosa-comparte-sus-anecdotas-con-el-pueblo-que-lo-vio-crecer/
2022-08-12,Salud reporta 12 nuevas muertes por COVID-19,"Mientras, el total de personas hospitalizadas por el virus aumentó a 392",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/salud-reporta-12-nuevas-muertes-por-covid-19-3/
2022-08-12,La reválida de derecho seguiría siendo un día ,"Pese a los reclamos, la Junta Examinadora anticipa que el regreso al examen de dos días solo ocurrirá si la pandemia  de COVID-19 “lo permite”",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/la-revalida-de-derecho-seguiria-siendo-un-dia/
2022-08-12,Educación deja atrás el currículo con perspectiva de género,"La agencia revela su nuevo modelo de enseñanza sobre equidad y respeto, que reemplaza la iniciativa original propuesta por la administración de Pedro Pierluisi y reclamada por grupos pro derechos humanos",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/educacion-deja-atras-el-curriculo-con-perspectiva-de-genero/
2022-08-12,El PNP asegura que los recientes casos de corrupción no han afectado el ánimo de sus seguidores,El partido se prepara para su convención que será en Río Grande,Politica,El Nuevo Dia,https://www.elnuevodia.com/noticias/politica/notas/el-pnp-asegura-que-los-recientes-casos-de-corrupcion-no-ha-afectado-el-animo-de-sus-seguidores/
2022-08-12,"Hombre se querella por robo de $10,000 que estaban dentro de una habitación en hotel de Condado",Los hechos se reportaron en la noche del jueves,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/hombre-se-querella-por-robo-de-10000-que-estaban-dentro-de-una-habitacion-en-hotel-de-condado/
2022-08-12,Interceptan a una mujer y luego le roban su carro a punta de pistola en Corozal,"No obstante, la perjudicada resultó ilesa, según la Policía",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/interceptan-a-una-mujer-y-luego-le-roban-su-carro-a-punta-de-pistola-en-corozal/
2022-08-12,Hallan el cuerpo baleado de un hombre en una carretera del barrio Celada en Gurabo,"El hallazgo se produjo esta mañana en la PR-942, que permanecerá cerrada en lo que culmina la investigación de la escena",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/hallan-el-cuerpo-baleado-de-un-hombre-en-una-carretera-del-barrio-celada-en-gurabo/
2022-08-12,Recuperan en la playa Cerro Gordo supuestos restos del bote de pescador que murió en incidente con navío de la Guardia Costera,"El NTSB, agencia federal encargada de la pesquisa, no pudo confirmar si las piezas recuperadas pertenecen a la embarcación “Desakatá” que naufragó en un confuso incidente que ocurrió el lunes",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/recuperan-en-la-playa-cerro-gordo-supuestos-restos-del-bote-de-pescador-que-murio-en-incidente-con-navio-de-la-guardia-costera/
2022-08-12,Repleta la plaza de Lajas para el evento Somos Puerto Rico,"Los participantes recibieron una serie de regalos, entre estos, arboles frutales y arbustos del proyecto Crece Verde de First Bank, además de deleitarse con la obra de varios artesanos del patio y participar de juegos y orientaciones",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/repleta-la-plaza-de-lajas-para-el-evento-somos-puerto-rico/
2022-08-12,Unidades de generación en AES y Aguirre necesitan reparaciones inmediatas tras relevos de carga ocurridos esta semana,"El evento más reciente ocurrió en la madrugada de hoy, viernes, cuando la línea 50200, que distribuye 230,000 voltios, salió de servicio y provocó que generadores en AES y Aguirre dejaran de funcionar",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/luma-y-la-aee-ofrecen-versiones-distintas-sobre-averia-en-linea-de-transmision-que-afecto-a-160000-clientes/
2022-08-12,Pueblos del noroeste seguirán en racionamiento de 48 horas en lo que culminan reparaciones tras socavón,"La AAA proyecta que entre lunes a martes se suspendan todas las interrupciones de agua para Isabela, Aguadilla, Aguada y Moca, sujeto a que el sistema se recupere satisfactoriamente",Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/pueblos-del-noroeste-seguiran-en-racionamiento-de-48-horas-en-lo-que-culminan-reparaciones-tras-socavon/
2022-08-12,Secretario de Salud coincide con la política de “flexibilizar” las medidas contra el COVID-19,El CDC retiró su recomendación de cuarenta para quienes hayan estado en contacto con personas diagnosticadas con el virus y las guías de distanciamiento,Locales,El Nuevo Dia,https://www.elnuevodia.com/noticias/locales/notas/secretario-de-salud-coincide-con-la-politica-de-flexibilizar-las-medidas-contra-el-covid-19/
2022-08-13,Encuentran el cuerpo de una mujer en una habitación de un motel en Ponce,Agentes del CIC llegaron a la escena ubicada en el motel Nuevo Mejico,Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/encuentran-el-cuerpo-de-una-mujer-en-una-habitacion-de-un-motel-en-ponce/
2022-08-12,La Policía busca a hombre imputado de asesinar a la pareja de la madre de sus hijos en Canóvanas,"El Departamento de Justicia radicó cargos en ausencia contra Luis Enrique Gabriel Polanco, por los hechos ocurridos ayer, jueves",Seguridad,El Nuevo Dia,https://www.elnuevodia.com/noticias/seguridad/notas/la-policia-busca-a-hombre-imputado-de-asesinar-a-la-pareja-de-la-madre-de-sus-hijos-en-canovanas/
2022-08-13,Agente encontró pieza de bebé con “aparentes manchas de sangre” en la escena del asesinato de Alexandra Cardona Torrada,"Este viernes se llevó a cabo en el Tribunal de Arecibo la vista preliminar contra Lemuel Cruz Cruz, imputado de asesinar a una de las mejores amigas de su esposa",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/agente-encontro-pieza-de-bebe-con-aparentes-manchas-de-sangre-en-la-escena-del-asesinato-de-alexandra-cardona-torrada/
2022-08-12,Causa para arresto contra agente de la Policía por falsificación de pruebas de COVID-19,"La investigación, según el Departamento de Justicia, se originó tras un referido de Salud",Tribunales,El Nuevo Dia,https://www.elnuevodia.com/noticias/tribunales/notas/causa-para-arresto-contra-agente-de-la-policia-por-falsificacion-de-pruebas-de-covid-19/
